ID,Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy Price,Sell Price,Miles Price,Color 1,Color 2,Size,Interact,Tag,Outdoor,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Speaker Type,Lighting Type
225,box corner sofa,White,NA,NA,NA,No,No,No,,2700,675,,White,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
226,box corner sofa,Black,NA,NA,NA,No,No,No,,2700,675,,Black,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
227,box sofa,Turquoise,NA,NA,NA,No,No,No,,2700,675,,Light blue,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
228,box sofa,Pink,NA,NA,NA,No,No,No,,2700,675,,Pink,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
229,box sofa,Orange,NA,NA,NA,No,No,No,,2700,675,,Orange,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
230,box sofa,Navy blue,NA,NA,NA,No,No,No,,2700,675,,Blue,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
231,box sofa,Yellow,NA,NA,NA,No,No,No,,2700,675,,Yellow,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
232,box sofa,Magenta,NA,NA,NA,No,No,No,,2700,675,,Pink,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
233,box sofa,White,NA,NA,NA,No,No,No,,2700,675,,White,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
234,box sofa,Black,NA,NA,NA,No,No,No,,2700,675,,Black,Black,1x1,Yes,Chair,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
235,Brake Tapper,NA,NA,NA,NA,No,No,No,,2700,675,,Colorful,Colorful,1x1,Yes,Compass,No,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",facility,party,None,None,Does not play music,Emission
236,brick oven,Red,Brick color,NA,NA,Yes,Yes,No,6,,3820,,Red,Gray,1.5x1.5,Yes,Kitchen,Yes,Crafting,,kitchen,shop,None,None,Does not play music,No lighting
237,brick oven,Brown,Brick color,NA,NA,Yes,Yes,No,6,,3820,,Brown,Gray,1.5x1.5,Yes,Kitchen,Yes,Crafting,,kitchen,shop,None,None,Does not play music,No lighting
238,brick oven,White,Brick color,NA,NA,Yes,Yes,No,6,,3820,,White,Black,1.5x1.5,Yes,Kitchen,Yes,Crafting,,kitchen,shop,None,None,Does not play music,No lighting
239,brick oven,Black,Brick color,NA,NA,Yes,Yes,No,6,,3820,,Black,Gray,1.5x1.5,Yes,Kitchen,Yes,Crafting,,kitchen,shop,None,None,Does not play music,No lighting
240,brick well,Red,Brick color,NA,NA,Yes,Yes,No,4,,2800,,Orange,Brown,1.5x1.5,No,Garden,Yes,Crafting,,garden,None,None,None,Does not play music,No lighting
241,brick well,White,Brick color,NA,NA,Yes,Yes,No,4,,2800,,White,Red,1.5x1.5,No,Garden,Yes,Crafting,,garden,None,None,None,Does not play music,No lighting
242,brick well,Gray,Brick color,NA,NA,Yes,Yes,No,4,,2800,,Gray,Gray,1.5x1.5,No,Garden,Yes,Crafting,,garden,None,None,None,Does not play music,No lighting
243,bunk bed,Silver,NA,White,Bedding,No,No,Yes,2,5000,1250,,Gray,White,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
244,bunk bed,Silver,NA,Striped,Bedding,No,No,Yes,2,5000,1250,,Gray,Blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
245,bunk bed,Silver,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,,Gray,Pink,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
246,bunk bed,Silver,NA,Space,Bedding,No,No,Yes,2,5000,1250,,Gray,Light blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
247,bunk bed,Silver,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,,Gray,Yellow,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
248,bunk bed,Black,NA,White,Bedding,No,No,Yes,2,5000,1250,,Black,White,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
249,bunk bed,Black,NA,Striped,Bedding,No,No,Yes,2,5000,1250,,Black,Blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
250,bunk bed,Black,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,,Black,Pink,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
251,bunk bed,Black,NA,Space,Bedding,No,No,Yes,2,5000,1250,,Black,Light blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
252,bunk bed,Black,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,,Black,Yellow,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
253,bunk bed,White,NA,White,Bedding,No,No,Yes,2,5000,1250,,White,White,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
254,bunk bed,White,NA,Striped,Bedding,No,No,Yes,2,5000,1250,,White,Blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
255,bunk bed,White,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,,White,Pink,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
256,bunk bed,White,NA,Space,Bedding,No,No,Yes,2,5000,1250,,White,Light blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
257,bunk bed,White,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,,White,Yellow,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
258,bunk bed,Red,NA,White,Bedding,No,No,Yes,2,5000,1250,,Red,White,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
259,bunk bed,Red,NA,Striped,Bedding,No,No,Yes,2,5000,1250,,Red,Blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
260,bunk bed,Red,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,,Red,Pink,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
261,bunk bed,Red,NA,Space,Bedding,No,No,Yes,2,5000,1250,,Red,Light blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
262,bunk bed,Red,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,,Red,Yellow,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
263,bunk bed,Blue,NA,White,Bedding,No,No,Yes,2,5000,1250,,Blue,White,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
264,bunk bed,Blue,NA,Striped,Bedding,No,No,Yes,2,5000,1250,,Blue,Blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
265,bunk bed,Blue,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,,Blue,Pink,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
266,bunk bed,Blue,NA,Space,Bedding,No,No,Yes,2,5000,1250,,Blue,Light blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
267,bunk bed,Blue,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,,Blue,Yellow,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
268,bunk bed,Yellow,NA,White,Bedding,No,No,Yes,2,5000,1250,,Yellow,White,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
269,bunk bed,Yellow,NA,Striped,Bedding,No,No,Yes,2,5000,1250,,Yellow,Blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
270,bunk bed,Yellow,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,,Yellow,Pink,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
271,bunk bed,Yellow,NA,Space,Bedding,No,No,Yes,2,5000,1250,,Yellow,Light blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
272,bunk bed,Yellow,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,,Yellow,Yellow,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
273,bunk bed,Pink,NA,White,Bedding,No,No,Yes,2,5000,1250,,Pink,White,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
274,bunk bed,Pink,NA,Striped,Bedding,No,No,Yes,2,5000,1250,,Pink,Blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
275,bunk bed,Pink,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,,Pink,Pink,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
276,bunk bed,Pink,NA,Space,Bedding,No,No,Yes,2,5000,1250,,Pink,Light blue,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
277,bunk bed,Pink,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,,Pink,Yellow,2x1,Yes,Bed,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,None,None,None,Does not play music,No lighting
278,Bunny Day arch,NA,NA,NA,NA,Yes,No,No,,,4800,,Colorful,Colorful,3x1,No,Arch,No,Crafting,,fancy,party,Bunny Day,None,Does not play music,No lighting
279,Bunny Day bed,NA,NA,NA,NA,Yes,No,No,,,2400,,Colorful,Colorful,2x2,Yes,Bed,No,Crafting,,fancy,None,Bunny Day,None,Does not play music,No lighting
280,Bunny Day festive balloons,NA,NA,NA,NA,Yes,No,No,,,1200,,Colorful,Colorful,1x1,No,Easter,No,Crafting,,fancy,party,Bunny Day,None,Does not play music,No lighting
281,Bunny Day merry balloons,NA,NA,NA,NA,Yes,No,No,,,1200,,Colorful,Colorful,1x1,No,Easter,No,Crafting,,fancy,party,Bunny Day,None,Does not play music,No lighting
282,Bunny Day stool,NA,NA,NA,NA,Yes,No,No,,,1200,,Purple,Colorful,1x1,Yes,Chair,No,Crafting,,fancy,None,Bunny Day,None,Does not play music,No lighting
283,Bunny Day table,NA,NA,NA,NA,Yes,No,No,,,1600,,Red,Pink,1x1,No,Table,No,Crafting,,fancy,None,Bunny Day,None,Does not play music,No lighting
284,Bunny Day vanity,NA,NA,NA,NA,Yes,No,No,,,1600,,Green,Green,1x1,No,Dresser,No,Crafting,,fancy,None,Bunny Day,None,Does not play music,No lighting
285,Bunny Day wardrobe,NA,NA,NA,NA,Yes,No,No,,,1600,,Yellow,Colorful,1x1,Wardrobe,Chest,No,Crafting,,fancy,None,Bunny Day,None,Does not play music,No lighting
286,butter churn,Dark wood,Lumber type,NA,NA,Yes,Yes,No,3,,1980,,Brown,Black,1x1,No,Ranch,Yes,Crafting,,facility,garden,None,None,Does not play music,No lighting
287,butter churn,Natural wood,Lumber type,NA,NA,Yes,Yes,No,3,,1980,,Yellow,Black,1x1,No,Ranch,Yes,Crafting,,facility,garden,None,None,Does not play music,No lighting
288,cacao tree,NA,NA,NA,NA,No,No,No,,2300,575,,Green,Brown,1x1,No,Plants,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,None,None,None,Does not play music,No lighting
289,campfire,NA,NA,NA,NA,Yes,No,No,,,30,,Brown,Brown,1x1,Yes,Fireplace,Yes,Crafting,,outdoors,None,None,None,Does not play music,Candle
290,campfire cookware,NA,NA,NA,NA,No,No,No,,900,225,,Brown,Black,1x1,Yes,Kitchen Things,Yes,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Does not play music,Candle
291,camping cot,Green,NA,NA,NA,No,No,No,,1800,450,,Green,Green,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
292,camping cot,Yellow,NA,NA,NA,No,No,No,,1800,450,,Yellow,Yellow,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
293,camping cot,Red,NA,NA,NA,No,No,No,,1800,450,,Red,Red,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
294,camping cot,Blue,NA,NA,NA,No,No,No,,1800,450,,Blue,Blue,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
295,camping cot,Snow camouflage,NA,NA,NA,No,No,No,,1800,450,,Gray,Black,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
296,camping cot,Camouflage,NA,NA,NA,No,No,No,,1800,450,,Green,Brown,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
297,camping cot,Simple pattern,NA,NA,NA,No,No,No,,1800,450,,White,White,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
298,camping cot,Pop pattern,NA,NA,NA,No,No,No,,1800,450,,Light blue,Yellow,2x1,Yes,Bed,Yes,Starting items,,outdoors,None,None,None,Does not play music,No lighting
299,campsite sign,NA,NA,NA,NA,No,No,No,,2500,625,,Brown,Colorful,2x1,No,Compass,No,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",facility,garden,None,None,Does not play music,No lighting
300,Cancer table,NA,NA,NA,NA,Yes,No,No,,,21975,,Yellow,White,1x1,No,Table,No,Crafting,,expensive,None,stars,None,Does not play music,No lighting
301,candy machine,Red,NA,NA,NA,No,No,No,,2800,700,,Red,Colorful,1x1,Yes,Shop,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,shop,facility,None,None,Does not play music,No lighting
302,candy machine,Blue,NA,NA,NA,No,No,No,,2800,700,,Blue,Colorful,1x1,Yes,Shop,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,shop,facility,None,None,Does not play music,No lighting
303,candy machine,Yellow,NA,NA,NA,No,No,No,,2800,700,,Yellow,Colorful,1x1,Yes,Shop,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,shop,facility,None,None,Does not play music,No lighting
304,candy machine,Pink,NA,NA,NA,No,No,No,,2800,700,,Pink,Colorful,1x1,Yes,Shop,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,shop,facility,None,None,Does not play music,No lighting
305,Capricorn ornament,NA,NA,NA,NA,Yes,No,No,,,22650,,White,Yellow,2x1,Wardrobe,Chest,No,Crafting,,expensive,None,stars,None,Does not play music,No lighting
306,cardboard bed,Plain,Cardboard,NA,NA,Yes,Yes,No,1,,240,,Yellow,Yellow,2x1,Yes,Bed,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
307,cardboard bed,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,,240,,Yellow,Yellow,2x1,Yes,Bed,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
308,cardboard chair,Plain,Cardboard,NA,NA,Yes,Yes,No,1,,60,,Beige,Beige,1x1,Yes,Chair,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
309,cardboard chair,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,,60,,Beige,Beige,1x1,Yes,Chair,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
310,cardboard sofa,Plain,Cardboard,NA,NA,Yes,Yes,No,1,,120,,Beige,Beige,2x1,Yes,Sofa,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
311,cardboard sofa,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,,120,,White,Beige,2x1,Yes,Sofa,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
312,cardboard table,Plain,Cardboard,NA,NA,Yes,Yes,No,1,,240,,Yellow,Yellow,2x2,No,Table,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
313,cardboard table,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,,240,,Yellow,White,2x2,No,Table,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
314,cat tower,Beige,NA,NA,NA,No,No,No,,3000,750,,Beige,Beige,1x1,Yes,Animal,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Does not play music,No lighting
315,cat tower,Brown,NA,NA,NA,No,No,No,,3000,750,,Brown,Beige,1x1,Yes,Animal,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Does not play music,No lighting
316,cat tower,Navy blue,NA,NA,NA,No,No,No,,3000,750,,Blue,Beige,1x1,Yes,Animal,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Does not play music,No lighting
317,cat tower,Gray,NA,NA,NA,No,No,No,,3000,750,,Gray,Yellow,1x1,Yes,Animal,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Does not play music,No lighting
318,cat tower,Pink,NA,NA,NA,No,No,No,,3000,750,,Pink,Light blue,1x1,Yes,Animal,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Does not play music,No lighting
319,cat tower,White,NA,NA,NA,No,No,No,,3000,750,,White,Beige,1x1,Yes,Animal,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Does not play music,No lighting
320,cello,Natural,NA,NA,NA,No,No,No,,130000,32500,,Brown,Brown,1x1,Yes,Musical Instrument,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",music,expensive,None,None,Does not play music,No lighting
321,cello,White,NA,NA,NA,No,No,No,,130000,32500,,White,White,1x1,Yes,Musical Instrument,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",music,expensive,None,None,Does not play music,No lighting
322,cello,Black,NA,NA,NA,No,No,No,,130000,32500,,Black,Black,1x1,Yes,Musical Instrument,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",music,expensive,None,None,Does not play music,No lighting
323,chalkboard,Blank,NA,NA,NA,No,No,No,,2600,650,,Green,Gray,2x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
324,chalkboard,After school,NA,NA,NA,No,No,No,,2600,650,,Green,Gray,2x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
325,chalkboard,Foreign language,NA,NA,NA,No,No,No,,2600,650,,Green,Gray,2x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
326,chalkboard,Math,NA,NA,NA,No,No,No,,2600,650,,Green,Gray,2x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
327,chalkboard,Music,NA,NA,NA,No,No,No,,2600,650,,Green,Gray,2x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
328,chalkboard,Club activities,NA,NA,NA,No,No,No,,2600,650,,Green,Gray,2x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
329,chalkboard,Art,NA,NA,NA,No,No,No,,2600,650,,Green,Gray,2x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
330,champion's pennant,Red,NA,NA,NA,No,No,No,,3900,975,,Red,Yellow,1x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
331,champion's pennant,Blue,NA,NA,NA,No,No,No,,3900,975,,Blue,Yellow,1x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
332,champion's pennant,Green,NA,NA,NA,No,No,No,,3900,975,,Green,Yellow,1x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
333,champion's pennant,Black,NA,NA,NA,No,No,No,,3900,975,,Black,Yellow,1x1,No,School,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,Does not play music,No lighting
334,changing room,Gray,NA,White,Curtain,No,No,Yes,2,3700,925,,White,White,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
335,changing room,Gray,NA,Purple,Curtain,No,No,Yes,2,3700,925,,White,Purple,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
336,changing room,Gray,NA,Black,Curtain,No,No,Yes,2,3700,925,,White,Black,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
337,changing room,Gray,NA,Yellow,Curtain,No,No,Yes,2,3700,925,,White,Yellow,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
338,changing room,Gray,NA,Pink,Curtain,No,No,Yes,2,3700,925,,White,Pink,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
339,changing room,Gray,NA,Red,Curtain,No,No,Yes,2,3700,925,,White,Red,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
340,changing room,Gray,NA,Green,Curtain,No,No,Yes,2,3700,925,,White,Green,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
341,changing room,Gray,NA,Blue,Curtain,No,No,Yes,2,3700,925,,White,Light blue,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
342,changing room,Beige,NA,White,Curtain,No,No,Yes,2,3700,925,,Yellow,White,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
343,changing room,Beige,NA,Purple,Curtain,No,No,Yes,2,3700,925,,Yellow,Purple,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
344,changing room,Beige,NA,Black,Curtain,No,No,Yes,2,3700,925,,Yellow,Black,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
345,changing room,Beige,NA,Yellow,Curtain,No,No,Yes,2,3700,925,,Yellow,Yellow,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
346,changing room,Beige,NA,Pink,Curtain,No,No,Yes,2,3700,925,,Yellow,Pink,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
347,changing room,Beige,NA,Red,Curtain,No,No,Yes,2,3700,925,,Yellow,Red,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
348,changing room,Beige,NA,Green,Curtain,No,No,Yes,2,3700,925,,Yellow,Green,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
349,changing room,Beige,NA,Blue,Curtain,No,No,Yes,2,3700,925,,Yellow,Light blue,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
350,changing room,Brown,NA,White,Curtain,No,No,Yes,2,3700,925,,Orange,White,1x1,Wardrobe,Shop,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Does not play music,No lighting
